Date,Open,High,Low,Close,Adj Close,Volume
11/29/2021,57291.90625,58872.87891,56792.52734,57806.56641,57806.56641,32370840356
11/30/2021,57830.11328,59113.40234,56057.28125,57005.42578,57005.42578,36708594618
12/1/2021,56907.96484,59041.68359,56553.08203,57229.82813,57229.82813,36858195307
12/2/2021,57217.37109,57349.23438,55895.13281,56477.81641,56477.81641,32379968686
12/3/2021,56509.16406,57482.16797,52496.58594,53598.24609,53598.24609,39789134215
12/4/2021,53727.87891,53904.67969,42874.61719,49200.70313,49200.70313,61385677469
12/5/2021,49201.51953,49768.14844,47857.49609,49368.84766,49368.84766,37198201161
12/6/2021,49413.48047,50929.51953,47281.03516,50582.625,50582.625,37707308001
12/7/2021,50581.82813,51934.78125,50175.80859,50700.08594,50700.08594,33676814852
12/8/2021,50667.64844,51171.375,48765.98828,50504.79688,50504.79688,28479699446
12/9/2021,50450.08203,50797.16406,47358.35156,47672.12109,47672.12109,29603577251
12/10/2021,47642.14453,50015.25391,47023.69922,47243.30469,47243.30469,30966005122
12/11/2021,47264.63281,49458.21094,46942.34766,49362.50781,49362.50781,25775869261
12/12/2021,49354.85547,50724.86719,48725.85156,50098.33594,50098.33594,21939223599
12/13/2021,50114.74219,50205,45894.84766,46737.48047,46737.48047,32166727776
12/14/2021,46709.82422,48431.39844,46424.49609,46612.63281,46612.63281,34638619079
12/15/2021,48379.75391,49473.95703,46671.96484,48896.72266,48896.72266,36541828520
12/16/2021,48900.46484,49425.57422,47529.87891,47665.42578,47665.42578,27268150947
12/17/2021,47653.73047,48004.89453,45618.21484,46202.14453,46202.14453,32902725329
12/18/2021,46219.25391,47313.82813,45598.44141,46848.77734,46848.77734,26098292690
12/19/2021,46853.86719,48089.66406,46502.95313,46707.01563,46707.01563,25154053861
12/20/2021,46707.0625,47401.71875,45579.80859,46880.27734,46880.27734,30961902129
12/21/2021,46886.07813,49300.91797,46698.77344,48936.61328,48936.61328,27055803928
12/22/2021,48937.09766,49544.79688,48450.94141,48628.51172,48628.51172,24447979559
12/23/2021,48626.34375,51332.33984,48065.83594,50784.53906,50784.53906,28223878108
12/24/2021,50806.05078,51814.02734,50514.49609,50822.19531,50822.19531,24367912228
12/25/2021,50854.91797,51176.59766,50236.70703,50429.85938,50429.85938,19030650914
12/26/2021,50428.69141,51196.37891,49623.10547,50809.51563,50809.51563,20964372926
12/27/2021,50802.60938,51956.32813,50499.46875,50640.41797,50640.41797,24324345758
12/28/2021,50679.85938,50679.85938,47414.21094,47588.85547,47588.85547,33430376883
12/29/2021,47623.87109,48119.74219,46201.49609,46444.71094,46444.71094,30049226299
12/30/2021,46490.60547,47879.96484,46060.3125,47178.125,47178.125,26686491018
12/31/2021,47169.37109,48472.52734,45819.95313,46306.44531,46306.44531,36974172400
